Title,Author,Date,Subgenre,isbn,pageCount,publisher,publishedDate,description,averageRating,ratingsCount,categories,maturityRating
Icehenge,Kim Stanley Robinson,08-18-2021,Hard Sci-Fi,9780312866099,288,Macmillan,1998-05-15,"Robinson's astonishing Mars sequence--""Red Mars, Green Mars"", and ""Blue Mars""--won the Nebula Award for the first volume and Hugos for the second and third. Clarke), ""Icehenge"" is the Robinson's first novel set on Mars.",,,Fiction,NOT_MATURE
Half-Earth,Edward O. Wilson,08-18-2021,Ecology / Nonfiction,9781631490835,312,W. W. Norton & Company,2016-03-07,"""An audacious and concrete proposal…Half-Earth completes the 86-year-old Wilson’s valedictory trilogy on the human animal and our place on the planet."" —Jedediah Purdy, New Republic In his most urgent book to date, Pulitzer Prize–winning author and world-renowned biologist Edward O. Wilson states that in order to stave off the mass extinction of species, including our own, we must move swiftly to preserve the biodiversity of our planet. In this ""visionary blueprint for saving the planet"" (Stephen Greenblatt), Half-Earth argues that the situation facing us is too large to be solved piecemeal and proposes a solution commensurate with the magnitude of the problem: dedicate fully half the surface of the Earth to nature. Identifying actual regions of the planet that can still be reclaimed—such as the California redwood forest, the Amazon River basin, and grasslands of the Serengeti, among others—Wilson puts aside the prevailing pessimism of our times and ""speaks with a humane eloquence which calls to us all"" (Oliver Sacks).",5,1,Science,NOT_MATURE
Against the Gods,Peter L. Bernstein,08-10-2021,Finance / History,9780471121046,405,John Wiley & Sons,1996-09-07,"A Business Week, New York Times Business, and USA Today Bestseller ""Ambitious and readable . . . an engaging introduction to the oddsmakers, whom Bernstein regards as true humanists helping to release mankind from the choke holds of superstition and fatalism."" —The New York Times ""An extraordinarily entertaining and informative book."" —The Wall Street Journal ""A lively panoramic book . . . Against the Gods sets up an ambitious premise and then delivers on it."" —Business Week ""Deserves to be, and surely will be, widely read."" —The Economist ""[A] challenging book, one that may change forever the way people think about the world."" —Worth ""No one else could have written a book of such central importance with so much charm and excitement."" —Robert Heilbroner author, The Worldly Philosophers ""With his wonderful knowledge of the history and current manifestations of risk, Peter Bernstein brings us Against the Gods. Nothing like it will come out of the financial world this year or ever. I speak carefully: no one should miss it."" —John Kenneth Galbraith Professor of Economics Emeritus, Harvard University In this unique exploration of the role of risk in our society, Peter Bernstein argues that the notion of bringing risk under control is one of the central ideas that distinguishes modern times from the distant past. Against the Gods chronicles the remarkable intellectual adventure that liberated humanity from oracles and soothsayers by means of the powerful tools of risk management that are available to us today. ""An extremely readable history of risk."" —Barron's ""Fascinating . . . this challenging volume will help you understand the uncertainties that every investor must face."" —Money ""A singular achievement."" —Times Literary Supplement ""There's a growing market for savants who can render the recondite intelligibly-witness Stephen Jay Gould (natural history), Oliver Sacks (disease), Richard Dawkins (heredity), James Gleick (physics), Paul Krugman (economics)-and Bernstein would mingle well in their company."" —The Australian",,,Business & Economics,NOT_MATURE
The Ministry for the Future,Kim Stanley Robinson,08-01-2021,Climate Fiction,9780316300162,579,Orbit,2020-10-06,"ONE OF BARACK OBAMA’S FAVORITE BOOKS OF THE YEAR “The best science-fiction nonfiction novel I’ve ever read.” —Jonathan Lethem ""If I could get policymakers, and citizens, everywhere to read just one book this year, it would be Kim Stanley Robinson’s The Ministry for the Future."" —Ezra Klein (Vox) The Ministry for the Future is a masterpiece of the imagination, using fictional eyewitness accounts to tell the story of how climate change will affect us all. Its setting is not a desolate, postapocalyptic world, but a future that is almost upon us. Chosen by Barack Obama as one of his favorite books of the year, this extraordinary novel from visionary science fiction writer Kim Stanley Robinson will change the way you think about the climate crisis. ""One hopes that this book is read widely—that Robinson’s audience, already large, grows by an order of magnitude. Because the point of his books is to fire the imagination.""―New York Review of Books ""If there’s any book that hit me hard this year, it was Kim Stanley Robinson’s The Ministry for the Future, a sweeping epic about climate change and humanity’s efforts to try and turn the tide before it’s too late."" ―Polygon (Best of the Year) ""Masterly."" —New Yorker ""[The Ministry for the Future] struck like a mallet hitting a gong, reverberating through the year ... it’s terrifying, unrelenting, but ultimately hopeful. Robinson is the SF writer of my lifetime, and this stands as some of his best work. It’s my book of the year."" —Locus ""Science-fiction visionary Kim Stanley Robinson makes the case for quantitative easing our way out of planetary doom."" ―Bloomberg Green",,,Fiction,NOT_MATURE
The Plague,Albert Camus,07-26-2021,Literary Fiction / Existentialism,,296,,1948,Chaos prevails when the bubonic plague strikes the Algerian coastal city of Oran.,,,Plague,NOT_MATURE
The Invention of Science,David Wootton,07-18-2021,History of Science / Nonfiction,9780062199256,1069,Harper Collins,2015-12-08,"This ""fantastic revisionist history . . . captures the excitement of the scientific revolution and makes a point of celebrating the advances it ushered in"" ( Financial Times). We live in a world transformed by scientific discovery. In The Invention of Science, historian David Wootton reveals why the Scientific Revolution was truly the greatest event in our history. Spanning continents and centuries, Wootton chronicles the factors that led to this crucial transformation, and the fascinating people who made it happen. Wootton argues that the Scientific Revolution was actually five separate yet concurrent events that merged to create a new worldview. Here are the brilliant iconoclasts—Galileo, Copernicus, Brahe, Newton, and many more curious minds from across Europe—whose studies of the natural world challenged centuries of religious orthodoxy and ingrained superstition. From gunpowder technology, the discovery of the new world, movable type printing, perspective painting, and the telescope to the practice of conducting experiments, the laws of nature, and the concept of the fact, Wootton shows how these discoveries codified into a social construct and a system of knowledge. Ultimately, he makes clear the link between scientific discovery and the rise of industrialization—and the birth of the modern world we know.",,,Science,NOT_MATURE
Galileo's Dream,Kim Stanley Robinson,07-07-2021,Historical Sci-Fi,9780553590876,545,Del Rey,2010-12-28,"Nominated for the Arthur C. Clarke and Locus Awards • In this brilliant novel that spans centuries and planets, the bestselling author of the Mars trilogy melds Galileo’s life with the colonization of the moons he discovered. At the heart of this provocative narrative that stretches from Renaissance Italy to the moons of Jupiter is the father of modern science: Galileo Galilei. To the inhabitants of the Jovian moons, Galileo is a revered figure whose actions will influence the subsequent history of the human race. From the summit of their distant future, a charismatic renegade named Ganymede travels to the past to bring Galileo forward in an attempt to alter history and ensure the ascendancy of science over religion. And if that means Galileo must be burned at the stake, so be it. From Galileo’s heresy trial to the politics of far-future Jupiter, Kim Stanley Robinson illuminates the parallels between a distant past and an even more remote future—in the process celebrating the human spirit and calling into question the convenient truths of our own moment in time.",,,Fiction,NOT_MATURE
Antarctica,Kim Stanley Robinson,06-29-2021,Climate Fiction,,590,,1998,Antarctica... Our last wilderness. But for how long? A topical future history thriller from the worldwide bestselling author of the Mars series.,,,Fiction,NOT_MATURE
The Happiest Baby on the Block,Harvey Karp,06-08-2021,Parenting,9780553802559,296,Bantam,2002,A pediatrician and child development specialist combines medical research with personal experience to create a four-step plan for soothing a cranky infant.,3,1,Family & Relationships,NOT_MATURE
The Years of Rice and Salt,Kim Stanley Robinson,05-24-2021,Alternate History,9798217091775,673,Random House,2025-12-02,"WINNER OF THE LOCUS AWARD • The bestselling author of the Mars trilogy boldly reimagines the past seven hundred years in this “exceptional and engrossing” (New York Post) saga, constructing a world vastly different from the one we know. . . “A thoughtful, magisterial alternate history from one of science fiction’s most important writers.”—The New York Times Book Review It is the fourteenth century and one of the most apocalyptic events in human history is set to occur—the coming of the Black Death. History teaches us that a third of Europe’s population was destroyed. But what if the plague had killed 99 percent of the population instead? How would the world have changed? The Years of Rice and Salt is a look at the history that could have been—one that stretches across centuries, sees dynasties and nations rise and crumble, and spans horrible famine and magnificent innovation. Through the eyes of soldiers and kings, explorers and philosophers, inventors and exiles, renowned storyteller Kim Stanley Robinson navigates a world where Buddhism and Islam are the most influential and practiced religions, while Christianity is a mere historical footnote. Probing the most profound questions as only he can, Robinson shines his extraordinary light on the place of religion, culture, power—and even love—in this bold new world.",,,Fiction,NOT_MATURE
NPC,Jeremy Robinson,04-16-2021,Thriller / Conspiracy,9781941539521,362,,2020-06-30,"New York Times bestselling author Jeremy Robinson takes readers on a journey that is not only action-packed, but full of scientific and philosophical intrigue. In his most mind-bending story since INFINITE and ALTER, Robinson blends genres, belief systems, and bold prose into an unputdownable tale exploring the nature of reality.",,,,NOT_MATURE
Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,04-13-2021,Philosophy / Memoir,9780553277470,400,,1984,"While cycling through the western states, a disillusioned American questions the meaning of existence after confronting the ghost of his former, uninstitutionalized self.",4,54,Ego (Psychology),NOT_MATURE
Infinite 2,Jeremy Robinson,03-24-2021,Sci-Fi Thriller,,28,Image Comics,2011-09-14,"Bowen's mission has begun. The Infinite are on the move and their attempt to take over the world is underway. He must now train his younger self, Bo for the coming war... but is he ready? Could Bowen be leading himself to his own death?",,,Comics & Graphic Novels,NOT_MATURE
Piranesi,Susanna Clarke,02-18-2021,Portal Fantasy / Mystery,9781635575644,273,Bloomsbury Publishing USA,2020-09-15,"The award-winning, New York Times bestselling fantasy sensation that Madeline Miller called, “a miraculous and luminous feat of storytelling,” Piranesi is an intoxicating, hypnotic novel set in a dreamlike alternative reality from the author of Jonathan Strange & Mr Norrell.",,,Fiction,NOT_MATURE
Head On,John Scalzi,01-27-2021,Near-Future Thriller,9780765388926,336,Tor Books,2018-04-17,"""As much as Scalzi has the scientific creativity of a Michael Crichton, he also has the procedural chops of a Stephen J. Canell to craft a whodunit with buddy-cop charm and suspects aplenty—most of them in someone else's body."" —USA Today John Scalzi returns with Head On, the standalone follow-up to the New York Times bestselling and critically acclaimed Lock In. Chilling near-future SF with the thrills of a gritty cop procedural, Head On brings Scalzi's trademark snappy dialogue and technological speculation to the future world of sports. Hilketa is a frenetic and violent pastime where players attack each other with swords and hammers. The main goal of the game: obtain your opponent’s head and carry it through the goalposts. With flesh and bone bodies, a sport like this would be impossible. But all the players are “threeps,” robot-like bodies controlled by people with Haden’s Syndrome, so anything goes. No one gets hurt, but the brutality is real and the crowds love it. Until a star athlete drops dead on the playing field. Is it an accident or murder? FBI Agents and Haden-related crime investigators, Chris Shane and Leslie Vann, are called in to uncover the truth—and in doing so travel to the darker side of the fast-growing sport of Hilketa, where fortunes are made or lost, and where players and owners do whatever it takes to win, on and off the field. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",,,Fiction,NOT_MATURE
The War on Normal People,Andrew Yang,01-17-2021,Political Nonfiction,9780316414258,266,Hachette Books,2018-04-03,"The New York Times bestseller from CNN Political Commentator and 2020 former Democratic presidential candidate Andrew Yang, this thought-provoking and prescient call-to-action outlines the urgent steps America must take, including Universal Basic Income (UBI), to stabilize our economy amid rapid technological change and automation. The shift toward automation is about to create a tsunami of unemployment. Not in the distant future--now. One recent estimate predicts 45 million American workers will lose their jobs within the next twelve years--jobs that won't be replaced. In a future marked by restlessness and chronic unemployment, what will happen to American society? In The War on Normal People, Andrew Yang paints a dire portrait of the American economy. Rapidly advancing technologies like artificial intelligence, robotics and automation software are making millions of Americans' livelihoods irrelevant. The consequences of these trends are already being felt across our communities in the form of political unrest, drug use, and other social ills. The future looks dire-but is it unavoidable? In The War on Normal People, Yang imagines a different future--one in which having a job is distinct from the capacity to prosper and seek fulfillment. At this vision's core is Universal Basic Income, the concept of providing all citizens with a guaranteed income-and one that is rapidly gaining popularity among forward-thinking politicians and economists. Yang proposes that UBI is an essential step toward a new, more durable kind of economy, one he calls ""human capitalism.""",5,3,Political Science,NOT_MATURE
New York 2140,Kim Stanley Robinson,01-05-2021,Climate Fiction,9788834734032,662,Narrativa tascabile,2017,,,,Fiction,NOT_MATURE
Lock In,John Scalzi,12-13-2020,Near-Future Thriller,9780765375865,337,Macmillan,2014-08-26,"Not too long from today, a new, highly contagious virus makes its way across the globe. Most who get sick experience nothing worse than flu, fever and headaches. But for the unlucky one percent – and nearly five million souls in the United States alone – the disease causes ""Lock In"": Victims fully awake and aware, but unable to move or respond to stimulus. The disease affects young, old, rich, poor, people of every color and creed. The world changes to meet the challenge.",4,1,Fiction,NOT_MATURE
NPCs,Drew Hayes,12-13-2020,LitRPG,9781499307719,0,Createspace Independent Publishing Platform,2014-04,Four Non-Player Characters (NPCs) find themselves forced to pretend they're adventurers in order to save their town and loved ones.,5,1,Adventure stories,NOT_MATURE
Alcohol Explained,William Porter,12-08-2020,Self-Help / Health,9781516997190,268,,2015-04-14,"Alcohol Explained is the definitive, ground-breaking guide to alcohol and alcohol addiction. It explains how alcohol affects human beings on a chemical, physiological and psychological level, from our first drinks right up to chronic alcoholism. Despite being entirely scientific and factual in nature the book is presented in an accessible and easily understandable format.For those with an alcohol problem it will explain why they have a problem and what they can do about it. For those who are unsure whether they have a problem or not it provides them with firm guidance. For those who have someone close to them who has an alcohol problem it will help them to understand what that person is going through, how they ended up where they are, and what they can do to help them. However this is not just a book for people with links to problem drinking, it is compulsive reading for anyone who has ever, or will ever, drink an alcoholic drink. How many people have inadvertently drunk too much on occasion? Virtually every drinker on the planet has done that! But how many people have actually stopped to think why? There is in fact a logical, scientific explanation for this phenomenon, it is fully and simply explained in this book.Even for those who have never imbibed alcohol this book provides a fascinating insight into addiction generally and, more specifically, into a substance that has pervaded our society to such a great extent that it is now an integral part of our culture.",5,1,,NOT_MATURE
Utopia for Realists,Rutger Bregman,11-26-2020,Political Nonfiction,9780316471909,226,"Little, Brown",2017-03-14,"Universal basic income. A 15-hour workweek. Open borders. Does it sound too good to be true? One of Europe's leading young thinkers shows how we can build an ideal world today. ""A more politically radical Malcolm Gladwell."" -- New York Times After working all day at jobs we often dislike, we buy things we don't need. Rutger Bregman, a Dutch historian, reminds us it needn't be this way -- and in some places it isn't. Rutger Bregman's TED Talk about universal basic income seemed impossibly radical when he delivered it in 2014. A quarter of a million views later, the subject of that video is being seriously considered by leading economists and government leaders the world over. It's just one of the many utopian ideas that Bregman proves is possible today. Utopia for Realists is one of those rare books that takes you by surprise and challenges what you think can happen. From a Canadian city that once completely eradicated poverty, to Richard Nixon's near implementation of a basic income for millions of Americans, Bregman takes us on a journey through history, and beyond the traditional left-right divides, as he champions ideas whose time have come. Every progressive milestone of civilization -- from the end of slavery to the beginning of democracy -- was once considered a utopian fantasy. Bregman's book, both challenging and bracing, demonstrates that new utopian ideas, like the elimination of poverty and the creation of the fifteen-hour workweek, can become a reality in our lifetime. Being unrealistic and unreasonable can in fact make the impossible inevitable, and it is the only way to build the ideal world.",,,Business & Economics,NOT_MATURE
The Gold Coast,Kim Stanley Robinson,11-19-2020,Near-Future Literary Fiction,9781466861336,514,Macmillan + ORM,2013-12-31,"""Bold, manic, wonderful,"" this dystopian sci-fi thriller imagines ecological collapse in an alternative future California ( Los Angeles Times). 2027: Southern California is a developer's dream gone mad, an endless sprawl of condos, freeways, and malls. Jim McPherson, the affluent son of a defense contractor, is a young man lost in a world of fast cars, casual sex, and designer drugs. But his descent in to the shadowy underground of industrial terrorism brings him into a shattering confrontation with his family, his goals, and his ideals. ""Owes more to 1984 and A Clockwork Orange than to the usual SF scenario. . . . Robinson offers a stark cautionary tale with a glimmer of hope at the end."" — Publishers Weekly ""A rich, brave book . . . It celebrates, with an earned and elated refusal of despair, the persistent, joyful survival of human persons in the interstices of the American juggernaut."" — Washington Post",,,Fiction,NOT_MATURE
Hominids,Robert J. Sawyer,09-14-2020,Hard Sci-Fi / Alternate History,9780765345004,448,Macmillan,2003-02-17,"In a parallel world in which Neanderthals, rather than homo sapiens, became the dominant intelligent species, a dangerous scientific experiment traps a Neanderthal physicist on Earth.",3.5,4,Fiction,NOT_MATURE
Arctic Rising,Tobias S. Buckell,08-21-2020,Climate Fiction,9780765358738,356,St. Martin's Press,2012-12-24,"""Global warming has transformed the Earth, and it's about to get even hotter. The Arctic Ice Cap has all but melted, and the international community is racing desperately to claim the massive amounts of oil beneath the newly accessible ocean. Enter the Gaia Corporation. Its two founders have come up with a plan to roll back global warming. Thousands of tiny mirrors floating in the air can create a giant sunshade, capable of redirecting heat and cooling the earth's surface. They plan to terraform Earth to save it from itself - but in doing so, they have created a superweapon the likes of which the world has never seen. Anika Duncan is an airship pilot for the underfunded United Nations Polar Guard. She's intent on capturing a smuggled nuclear weapon that has made it into the Polar Circle and bringing the smugglers to justice. Anika finds herself caught up in a plot by a cabal of military agencies and corporations who want Gaia Corporation stopped. But when Gaia Corp loses control of their superweapon, it will be Anika who has to decide the future of the world. The nuclear weapon she has risked her life to find is the only thing that can stop the floating sunshade after it falls into the wrong hands.""--Publisher's description.",,,Fiction,NOT_MATURE
The Living Dead,George A. Romero,07-17-2020,Zombie Horror,9781250305282,588,Tor Books,2020-08-04,"“A horror landmark and a work of gory genius.”—Joe Hill, New York Times bestselling author of The Fireman New York Times bestselling author Daniel Kraus completes George A. Romero's brand-new masterpiece of zombie horror, the massive novel left unfinished at Romero's death! George A. Romero invented the modern zombie with Night of the Living Dead, creating a monster that has become a key part of pop culture. Romero often felt hemmed in by the constraints of film-making. To tell the story of the rise of the zombies and the fall of humanity the way it should be told, Romero turned to fiction. Unfortunately, when he died, the story was incomplete. Enter Daniel Kraus, co-author, with Guillermo del Toro, of the New York Times bestseller The Shape of Water (based on the Academy Award-winning movie) and Trollhunters (which became an Emmy Award-winning series), and author of The Death and Life of Zebulon Finch (an Entertainment Weekly Top 10 Book of the Year). A lifelong Romero fan, Kraus was honored to be asked, by Romero's widow, to complete The Living Dead. Set in the present day, The Living Dead is an entirely new tale, the story of the zombie plague as George A. Romero wanted to tell it. It begins with one body. A pair of medical examiners find themselves battling a dead man who won’t stay dead. It spreads quickly. In a Midwestern trailer park, a Black teenage girl and a Muslim immigrant battle newly-risen friends and family. On a US aircraft carrier, living sailors hide from dead ones while a fanatic makes a new religion out of death. At a cable news station, a surviving anchor keeps broadcasting while his undead colleagues try to devour him. In DC, an autistic federal employee charts the outbreak, preserving data for a future that may never come. Everywhere, people are targeted by both the living and the dead. We think we know how this story ends. We. Are. Wrong. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",,,Fiction,NOT_MATURE
Diaspora,Greg Egan,07-09-2020,Hard Sci-Fi,9780575082090,0,Gollancz,2008,"In the 30th century, most people have chosen immortality, joining the polises to become conscious software. Others have opted for robot bodies, while some holdouts remain ""fleshers."" And then there's the Orphan, a genderless digital being grown from a mind seed. It's up to the Orphan and a group of refugees to find the knowledge that will save inhabitants from extinction.",5,1,Science fiction,NOT_MATURE
What I Talk About When I Talk About Running,Haruki Murakami,06-26-2020,Literary Memoir,9780307389831,193,Vintage,2009-08-11,"An intimate look at writing, running, and the incredible way they intersect, What I Talk About When I Talk About Running is an illuminating glimpse into the solitary passions of one of our greatest artists. While training for the New York City Marathon, Haruki Murakami decided to keep a journal of his progress. The result is a memoir about his intertwined obsessions with running and writing, full of vivid recollections and insights, including the eureka moment when he decided to become a writer. By turns funny and sobering, playful and philosophical, here is a rich and revelatory work that elevates the human need for motion to an art form.",5,1,Biography & Autobiography,NOT_MATURE
Origins,Lewis Dartnell,05-24-2020,Science History / Nonfiction,9781541617896,348,Basic Books,2019-05-14,"A New York Times-bestselling author explains how the physical world shaped the history of our species When we talk about human history, we often focus on great leaders, population forces, and decisive wars. But how has the earth itself determined our destiny? Our planet wobbles, driving changes in climate that forced the transition from nomadism to farming. Mountainous terrain led to the development of democracy in Greece. Atmospheric circulation patterns later on shaped the progression of global exploration, colonization, and trade. Even today, voting behavior in the south-east United States ultimately follows the underlying pattern of 75 million-year-old sediments from an ancient sea. Everywhere is the deep imprint of the planetary on the human. From the cultivation of the first crops to the founding of modern states, Origins reveals the breathtaking impact of the earth beneath our feet on the shape of our human civilizations.",,,Science,NOT_MATURE
Pile of Bones,Michael J. Sullivan,01-18-2020,Epic Fantasy,9781418573263,250,Thomas Nelson,2008-07-27,"In 1994, as his country descended into the madness of genocide, Anglican Bishop John Rucyahana underwent the mind-numbing pain of having members of his church and family butchered. John refused to become a part of the systemic hatred. He founded the Sonrise orphanage and school for children orphaned in the genocide, and he now leads reconciliation efforts between his own Tutsi people, the victims of this horrific massacre, and the perpetrators, the Hutus. His remarkable story is one that demands to be told.",,,Biography & Autobiography,NOT_MATURE
The Guns of the South,Harry Turtledove,12-22-2019,Alternate History / Civil War,9780307792358,577,Del Rey,2011-04-20,"""It is absolutely unique--without question the most fascinating Civil War novel I have ever read."" Professor James M. McPherson Pultizer Prize-winning BATTLE CRY OF FREEDOM January 1864--General Robert E. Lee faces defeat. The Army of Northern Virginia is ragged and ill-equpped. Gettysburg has broken the back of the Confederacy and decimated its manpower. Then, Andries Rhoodie, a strange man with an unplaceable accent, approaches Lee with an extraordinary offer. Rhoodie demonstrates an amazing rifle: Its rate of fire is incredible, its lethal efficiency breathtaking--and Rhoodie guarantees unlimited quantitites to the Confederates. The name of the weapon is the AK-47.... Selected by the Science Fiction Book Club A Main Selection of the Military Book Club",,,Fiction,NOT_MATURE
Anyone,Charles Soule,12-07-2019,Near-Future Sci-Fi,9781529346725,374,Hachette UK,2019-12-03,"'An intense, superbly crafted, edge of your seat thrill ride' Sylvain Neuvel, author of SLEEPING GIANTS If you could be ANYONE, who would you be? When a brilliant female scientist searching for an Alzheimer's cure throws a switch - and finds herself mysteriously transported into her husband's body, she will change her life - and the world - forever. Two decades later, 'flash' technology allows individuals the ability to transfer their consciousness into other bodies for specified periods, paid, registered and legal. Society has been utterly transformed by the process, from travel to warfare to entertainment. But beyond the reach of the law is a sordid black market called the darkshare, where desperate vessels anonymously rent out their bodies, no questions asked . . . for any purpose. Anami has her own reasons for using it, and they start with revenge. Like BLADE RUNNER crossed with GET OUT, Charles Soule's thought-provoking work of speculative fiction takes us to a world where identity, morality, and technology collide.",,,Fiction,NOT_MATURE
Infinite,Jeremy Robinson,11-25-2019,Sci-Fi Thriller,9781941539330,398,,2017-05-15,"Robinson, the master of fast-paced stories blending horror, science fiction, and thrillers, tackles his most ambitious subject to date: reality itself. An amalgam of the works of J.J. Abrams and Ridley Scott, Infinite is a bold SF novel exploring the vastness of space and a man's desire to exist, find love, and alter the course of his life.",3.5,2,Fiction,NOT_MATURE
Cult of the Dead Cow,Joseph Menn,11-09-2019,Cybersecurity / Nonfiction,9781541762374,274,PublicAffairs,2019-06-04,"The shocking untold story of the elite secret society of hackers fighting to protect our freedom, “a hugely important piece of the puzzle for anyone who wants to understand the forces shaping the internet age” (The New York Times Book Review) Cult of the Dead Cow is the tale of the oldest active, most respected, and most famous American hacking group of all time. With its origins in the earliest days of the internet, the cDc is full of oddball characters – activists, artists, and musicians – some of whom went on to advise presidents, cabinet members, and CEOs, and who now walk the corridors of power in Washington and Silicon Valley. Today, the group and its followers are battling electoral misinformation, making personal data safer, and organizing to keep technology a force for good instead of for surveillance and oppression. Cult of the Dead Cow describes how, at a time when governments, corporations, and criminals hold immense power, a small band of tech iconoclasts is on our side fighting back.",,,Computers,NOT_MATURE
Coyote America,Dan Flores,11-04-2019,Natural History / Nonfiction,9780465052998,290,,2016-06-07,"This book ""is both an environmental and a deep natural history of the coyote. It traces both the five-million-year-long biological story of an animal that has become the wolf in our backyards, as well as its cultural evolution from a preeminent spot in Native American religions to the hapless foil of the Road Runner. A deeply American tale, the story of the coyote in the American West and beyond is a sort of Manifest Destiny in reverse, with a pioneering hero whose career holds up an uncanny mirror to the successes and failures of American expansionism""--Dust jacket flap.",,,Science,NOT_MATURE
The Hidden Life of Trees,Peter Wohlleben,10-31-2019,Nature / Nonfiction,9781771642491,289,Greystone Books,2016-09-13,"A NEW YORK TIMES, WASHINGTON POST, AND WALL STREET JOURNAL BESTSELLER • One of the most beloved books of our time: an illuminating account of the forest, and the science that shows us how trees communicate, feel, and live in social networks. After reading this book, a walk in the woods will never be the same again. “Breaks entirely new ground ... [Peter Wohlleben] has listened to trees and decoded their language. Now he speaks for them.”—The New York Review of Books NAMED ONE OF THE BEST BOOKS OF THE YEAR BY BRAINPICKINGS • HONORABLE MENTION: SEJ Rachel Carson Environment Book Award • Shortlisted: Audible International Book of the Year Award • Books For a Better Life Award • Indie Choice Award—Nonfiction Book of the Year Are trees social beings? In The Hidden Life of Trees forester and author Peter Wohlleben convincingly makes the case that, yes, the forest is a social network. He draws on groundbreaking scientific discoveries to describe how trees are like human families: tree parents live together with their children, communicate with them, support them as they grow, share nutrients with those who are sick or struggling, and even warn each other of impending dangers. Wohlleben also shares his deep love of woods and forests, explaining the amazing processes of life, death, and regeneration that he has observed in his woodland. “A declaration of love and an engrossing primer on trees, brimming with facts and an unashamed awe for nature.”—Washington Post “Heavily dusted with the glitter of wonderment.”—The New Yorker Includes a Note From a Forest Scientist by Dr.Suzanne Simard Published in Partnership with the David Suzuki Institute",5,3,Nature,NOT_MATURE
American Serengeti,Dan Flores,10-25-2019,Natural History / Nonfiction,9780700624669,224,University Press of Kansas,2017-01-16,"America's Great Plains once possessed one of the grandest wildlife spectacles of the world, equaled only by such places as the Serengeti, the Masai Mara, or the veld of South Africa. Pronghorn antelope, gray wolves, bison, coyotes, wild horses, and grizzly bears: less than two hundred years ago these creatures existed in such abundance that John James Audubon was moved to write, ""it is impossible to describe or even conceive the vast multitudes of these animals."" In a work that is at once a lyrical evocation of that lost splendor and a detailed natural history of these charismatic species of the historic Great Plains, veteran naturalist and outdoorsman Dan Flores draws a vivid portrait of each of these animals in their glory—and tells the harrowing story of what happened to them at the hands of market hunters and ranchers and ultimately a federal killing program in the nineteenth and twentieth centuries. The Great Plains with its wildlife intact dazzled Americans and Europeans alike, prompting numerous literary tributes. American Serengeti takes its place alongside these celebratory works, showing us the grazers and predators of the plains against the vast opalescent distances, the blue mountains shimmering on the horizon, the great rippling tracts of yellowed grasslands. Far from the empty ""flyover country"" of recent times, this landscape is alive with a complex ecology at least 20,000 years old—a continental patrimony whose wonders may not be entirely lost, as recent efforts hold out hope of partial restoration of these historic species. Written by an author who has done breakthrough work on the histories of several of these animals—including bison, wild horses, and coyotes—American Serengeti is as rigorous in its research as it is intimate in its sense of wonder—the most deeply informed, closely observed view we have of the Great Plains' wild heritage.",,,Nature,NOT_MATURE
Sophie's World,Jostein Gaarder,08-01-2019,Philosophy / Fiction,9781466804272,599,"Farrar, Straus and Giroux",2007-03-20,"A page-turning novel that is also an exploration of the great philosophical concepts of Western thought, Jostein Gaarder's Sophie's World has fired the imagination of readers all over the world, with more than twenty million copies in print. One day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: ""Who are you?"" and ""Where does the world come from?"" From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond what she knows of her Norwegian village. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl. Who is Hilde? And why does her mail keep turning up? To unravel this riddle, Sophie must use the philosophy she is learning—but the truth turns out to be far more complicated than she could have imagined.",4.5,14,Fiction,NOT_MATURE
The Nature of the Beast,Louise Penny,08-17-2019,Mystery / Detective,9781250022097,385,Minotaur Books,2015-08-25,"The Nature of the Beast is a New York Times bestselling Chief Inspector Gamache novel from Louise Penny. Hardly a day goes by when nine year old Laurent Lepage doesn't cry wolf. From alien invasions, to walking trees, to winged beasts in the woods, to dinosaurs spotted in the village of Three Pines, his tales are so extraordinary no one can possibly believe him. Including Armand and Reine-Marie Gamache, who now live in the little Quebec village. But when the boy disappears, the villagers are faced with the possibility that one of his tall tales might have been true. And so begins a frantic search for the boy and the truth. What they uncover deep in the forest sets off a sequence of events that leads to murder, leads to an old crime, leads to an old betrayal. Leads right to the door of an old poet. And now it is now, writes Ruth Zardo. And the dark thing is here. A monster once visited Three Pines. And put down deep roots. And now, Ruth knows, it is back. Armand Gamache, the former head of homicide for the Sûreté du Québec, must face the possibility that, in not believing the boy, he himself played a terrible part in what happens next.",4,1,Fiction,NOT_MATURE
A History of Western Philosophy,Bertrand Russell,08-15-2019,Philosophy / Nonfiction,,934,,1945,This book offers the remarkable opportunity to examine the great traditions that have shaped western civilization from the point of view of one of the greatest of modern philosophers.,5,1,"Civilization, Western",NOT_MATURE
